City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
383,Sovetsk,55.0839,21.8785,49.33,76,74,7.61,RU,2022-09-26 23:02:58
384,Huntsville,34.7304,-86.5861,74.82,41,0,10.36,US,2022-09-26 22:59:31
385,Luanda,-8.8368,13.2343,71.19,86,73,9.06,AO,2022-09-26 23:00:02
386,Kunovice,49.045,17.4701,52.56,87,15,3.85,CZ,2022-09-26 23:02:58
387,Reshetylivka,49.565,34.0782,58.46,73,100,11.59,UA,2022-09-26 23:02:58
388,Kachug,53.9606,105.8817,33.01,86,100,6.35,RU,2022-09-26 23:02:59
389,Skjervoy,70.0311,20.9714,46.4,77,47,19.51,NO,2022-09-26 23:02:59
390,Borogontsy,62.6683,131.1683,31.69,92,100,5.19,RU,2022-09-26 23:02:59
391,Dasoguz,41.8363,59.9666,58.01,44,0,6.89,TM,2022-09-26 23:03:00
392,Pecos,31.4229,-103.4932,86.09,32,40,12.66,US,2022-09-26 23:03:00
393,Lasa,46.6166,10.7002,48.69,94,100,4.43,IT,2022-09-26 23:03:00
394,Rawson,-43.3002,-65.1023,56.17,33,68,24.74,AR,2022-09-26 23:03:01
395,Arraial Do Cabo,-22.9661,-42.0278,69.26,86,92,18.7,BR,2022-09-26 23:03:01
396,Duluth,46.7833,-92.1066,57.07,52,75,16.11,US,2022-09-26 23:02:47
397,Mangrol,21.1167,70.1167,78.55,74,26,7.31,IN,2022-09-26 23:03:01
398,Severo-Kurilsk,50.6789,156.125,50.77,78,21,7.65,RU,2022-09-26 23:03:02
399,Maamba,-17.3667,27.15,73.9,30,2,2.77,ZM,2022-09-26 23:03:02
400,Saint George,37.1041,-113.5841,94.95,15,0,3.0,US,2022-09-26 23:01:45
401,Jasper,37.2001,-94.3502,79.68,21,0,11.5,US,2022-09-26 23:02:20
402,Asfi,32.2994,-9.2372,68.05,63,35,12.77,MA,2022-09-26 23:03:03
403,Dvubratskiy,45.2389,39.805,55.71,66,64,7.0,RU,2022-09-26 23:03:03
404,Gaogou,34.0175,119.1886,61.3,78,66,4.41,CN,2022-09-26 23:03:03
405,Kiunga,-6.1219,141.2906,73.38,95,100,0.74,PG,2022-09-26 23:03:04
406,Rio Grande,-32.035,-52.0986,62.44,86,66,4.32,BR,2022-09-26 23:02:14
407,Bure,10.7,37.0667,57.13,90,92,2.06,ET,2022-09-26 23:03:04
408,Homer,59.6425,-151.5483,47.8,89,99,2.06,US,2022-09-26 23:03:05
409,Comodoro Rivadavia,-45.8667,-67.5,57.06,18,0,25.32,AR,2022-09-26 22:59:46
410,Ler,8.3018,30.1418,73.04,81,100,4.18,SS,2022-09-26 23:03:05
411,Grindavik,63.8424,-22.4338,39.67,48,75,8.05,IS,2022-09-26 23:03:06
412,Amapa,1.0,-52.0,75.94,76,74,3.8,BR,2022-09-26 23:03:06
413,Prado,-17.3411,-39.2208,72.25,93,92,5.91,BR,2022-09-26 23:01:51
414,Idil,37.3411,41.8895,67.93,23,0,9.22,TR,2022-09-26 23:03:07
415,Yarmouth,41.7057,-70.2286,66.99,85,0,10.36,US,2022-09-26 23:03:07
416,Altay,47.8667,88.1167,57.69,40,64,2.57,CN,2022-09-26 23:03:07
417,Abalak,58.1286,68.5944,25.88,82,14,8.99,RU,2022-09-26 23:04:08
418,Russell,32.3502,-85.1999,83.48,39,0,6.91,US,2022-09-26 23:04:08
419,Sungairaya,0.7,108.9,77.02,88,100,3.74,ID,2022-09-26 23:04:08
420,Ballina,-28.8667,153.5667,71.78,78,83,3.6,AU,2022-09-26 23:04:09
421,Tulnici,45.9167,26.6667,57.0,92,100,3.09,RO,2022-09-26 23:04:09
422,Ploemeur,47.7333,-3.4333,57.81,79,100,6.91,FR,2022-09-26 23:02:59
423,Ampanihy,-24.7,44.75,70.32,65,0,4.61,MG,2022-09-26 23:04:09
424,Chippewa Falls,44.9369,-91.3929,59.18,53,15,11.97,US,2022-09-26 23:03:24
425,Yumbe,3.4651,31.2469,64.15,92,56,2.82,UG,2022-09-26 23:04:10
426,San Policarpo,12.1791,125.5072,78.89,84,94,2.84,PH,2022-09-26 23:04:10
427,Tsogni,-2.7942,10.0988,73.85,89,100,4.09,GA,2022-09-26 23:04:10
428,Monrovia,6.3005,-10.7969,73.49,91,100,3.87,LR,2022-09-26 23:04:11
429,Klaksvik,62.2266,-6.589,43.72,93,100,44.94,FO,2022-09-26 23:04:11
430,Tiruvannamalai,12.2167,79.0667,80.31,65,100,3.36,IN,2022-09-26 23:04:12
431,Alappuzha,9.49,76.3264,77.0,84,23,10.49,IN,2022-09-26 23:02:49
432,Portland,45.5234,-122.6762,90.77,35,20,7.0,US,2022-09-26 23:03:46
433,Saint-Georges,12.0564,-61.7485,81.36,78,100,9.82,GD,2022-09-26 23:04:12
434,Gizo,-8.103,156.8419,83.08,69,8,4.16,SB,2022-09-26 23:04:12
435,Tilichiki,60.4667,166.1,36.95,57,11,4.07,RU,2022-09-26 23:04:13
436,Loukhi,66.0764,33.0381,41.09,96,97,4.16,RU,2022-09-26 23:04:13
437,Velsk,61.0701,42.0983,41.09,89,100,6.51,RU,2022-09-26 23:04:13
438,Ritchie,-29.038,24.6028,62.56,32,58,8.3,ZA,2022-09-26 23:04:14
439,North Bend,43.4065,-124.2243,74.25,100,15,1.01,US,2022-09-26 23:00:21
440,Wagar,16.1525,36.2032,88.05,44,19,13.18,SD,2022-09-26 23:04:14
441,Aviles,43.5547,-5.9248,61.99,72,75,9.22,ES,2022-09-26 23:04:14
442,Geraldton,-28.7667,114.6,48.61,87,0,3.44,AU,2022-09-26 23:04:15
443,Campo Verde,-20.4167,-54.0667,75.24,75,70,3.31,BR,2022-09-26 23:04:15
444,Chifeng,42.2683,118.9636,58.93,44,0,3.96,CN,2022-09-26 23:04:16
445,Nome,64.5011,-165.4064,49.15,66,75,9.22,US,2022-09-26 23:04:16
446,Lakshmeshwar,15.1333,75.4667,68.23,92,100,6.06,IN,2022-09-26 23:04:16
447,Baruun-Urt,46.6806,113.2792,53.06,32,14,10.25,MN,2022-09-26 23:04:17
448,Bubaque,11.2833,-15.8333,80.69,76,62,14.34,GW,2022-09-26 23:04:17
449,Ust-Uda,54.1742,103.0304,32.95,92,100,2.57,RU,2022-09-26 23:04:17
450,Luneville,48.6,6.5,51.69,91,97,14.27,FR,2022-09-26 23:04:18
451,Sitka,57.0531,-135.33,57.09,88,100,17.27,US,2022-09-26 23:04:18
452,Klisura,42.7,24.45,59.09,50,99,2.15,BG,2022-09-26 23:04:18
453,Komsomolskiy,40.4272,71.7189,63.32,39,0,4.61,UZ,2022-09-26 23:04:18
454,Sosnovo-Ozerskoye,52.5249,111.5418,40.12,77,100,13.49,RU,2022-09-26 23:04:19
455,Zyryanka,65.75,150.85,35.85,64,92,4.27,RU,2022-09-26 23:04:19
456,Banjar,-8.19,114.9675,75.45,83,90,6.8,ID,2022-09-26 23:04:20
457,San Carlos De Bariloche,-41.1456,-71.3082,37.0,90,38,8.01,AR,2022-09-26 23:00:17
458,Sao Felix Do Xingu,-6.6447,-51.995,75.96,75,58,1.34,BR,2022-09-26 23:04:20
459,Asau,46.4333,26.4,56.32,92,100,3.18,RO,2022-09-26 23:04:20
460,Puno,-15.8333,-70.0333,46.45,65,83,13.0,PE,2022-09-26 23:04:21
461,Imeni Poliny Osipenko,52.4201,136.4853,45.43,59,62,11.32,RU,2022-09-26 23:04:21
462,Kefalos,36.7453,26.9589,66.42,72,20,2.3,GR,2022-09-26 23:04:21
463,Seminole,28.7086,-81.2081,84.42,71,0,8.05,US,2022-09-26 23:05:22
464,Santa Maria,-29.6842,-53.8069,61.66,87,1,1.03,BR,2022-09-26 23:05:22
465,Neyshabur,36.2133,58.7958,62.71,50,0,4.03,IR,2022-09-26 23:05:22
466,Verkhnevilyuysk,63.4453,120.3167,30.04,93,100,4.63,RU,2022-09-26 23:05:23
467,Manicore,-5.8092,-61.3003,89.13,36,55,2.98,BR,2022-09-26 23:05:23
468,Acarau,-2.8856,-40.12,78.71,82,65,17.52,BR,2022-09-26 23:05:23
469,Ourinhos,-22.9789,-49.8706,65.68,90,100,10.56,BR,2022-09-26 23:05:24
470,Tateyama,34.9833,139.8667,76.1,75,0,9.91,JP,2022-09-26 23:05:24
471,Tarui,35.3667,136.5333,78.85,99,60,1.99,JP,2022-09-26 23:05:24
472,Mpongwe,-13.5091,28.155,71.89,30,40,6.46,ZM,2022-09-26 23:05:26
473,Vammala,61.3333,22.9,45.57,95,10,8.16,FI,2022-09-26 23:05:26
474,Iskandar,41.5539,69.7008,63.45,31,37,1.48,UZ,2022-09-26 23:05:26
475,Kurumkan,54.3,110.3,36.95,88,89,9.01,RU,2022-09-26 23:05:27
476,Progreso,21.2833,-89.6667,87.12,72,8,10.11,MX,2022-09-26 23:05:27
477,Liberia,6.5,-9.5,68.9,99,100,1.03,LR,2022-09-26 23:05:27
478,Hailar,49.2,119.7,40.77,54,46,8.23,CN,2022-09-26 23:05:28
479,Villa Carlos Paz,-31.4241,-64.4978,68.4,35,39,1.48,AR,2022-09-26 23:04:43
480,Kargasok,59.0556,80.8572,25.7,92,81,5.12,RU,2022-09-26 23:05:28
481,Ust-Barguzin,53.45,108.9833,41.9,73,100,15.21,RU,2022-09-26 23:05:28
482,Pringsewu,-5.3582,104.9744,74.19,95,98,3.91,ID,2022-09-26 23:05:29
483,Belmonte,-15.8631,-38.8828,73.04,88,13,3.44,BR,2022-09-26 23:05:29
484,Fernandopolis,-20.2839,-50.2464,73.02,84,70,15.73,BR,2022-09-26 23:05:29
485,Salur,18.5333,83.2167,76.42,89,100,0.94,IN,2022-09-26 23:05:30
486,Mount Isa,-20.7333,139.5,80.37,24,1,14.97,AU,2022-09-26 23:05:30
487,Husavik,66.0449,-17.3389,38.39,56,38,19.15,IS,2022-09-26 23:05:30
488,Derzhavinsk,51.1,66.3167,50.58,58,97,16.26,KZ,2022-09-26 23:05:31
489,Takoradi,4.8845,-1.7554,74.5,92,96,9.04,GH,2022-09-26 23:05:31
490,Sioux Lookout,50.1001,-91.917,43.07,59,93,7.92,CA,2022-09-26 23:05:31
491,Minden,52.2833,8.9167,50.99,89,100,11.5,DE,2022-09-26 23:05:31
492,Dunhua,43.3725,128.2425,56.07,84,0,2.8,CN,2022-09-26 23:05:32
493,Bekhtery,46.251,32.2927,63.9,80,97,12.01,UA,2022-09-26 23:05:32
494,Semey,50.4111,80.2275,58.35,58,69,14.58,KZ,2022-09-26 23:05:33
495,Imbituba,-28.24,-48.6703,65.07,90,100,2.57,BR,2022-09-26 23:05:33
496,Omboue,-1.5746,9.2618,75.29,86,99,5.26,GA,2022-09-26 23:05:33
497,Port-Gentil,-0.7193,8.7815,76.96,94,100,11.5,GA,2022-09-26 23:05:34
498,Concepcion Del Oro,24.6333,-101.4167,66.65,47,87,16.02,MX,2022-09-26 23:05:34
499,Wasilla,61.5814,-149.4394,53.02,68,40,4.61,US,2022-09-26 23:05:34
500,Praia Da Vitoria,38.7333,-27.0667,67.75,83,100,13.89,PT,2022-09-26 23:05:35
501,Moron,-34.6534,-58.6198,66.94,68,19,2.82,AR,2022-09-26 23:05:35
502,Puerto Escondido,15.85,-97.0667,81.43,61,75,5.75,MX,2022-09-26 23:05:24
503,Lamu,-2.2717,40.902,73.62,74,11,13.89,KE,2022-09-26 23:05:36
504,Krasnoyarka,55.3333,73.1167,33.75,99,100,10.49,RU,2022-09-26 23:05:36
505,Mandalgovi,45.7625,106.2708,53.8,22,1,9.82,MN,2022-09-26 23:05:36
506,Ales,44.1333,4.0833,60.08,67,53,3.69,FR,2022-09-26 23:06:36
507,Pittsburg,38.028,-121.8847,93.49,37,0,13.8,US,2022-09-26 23:06:37
508,Aylesbury,51.8167,-0.8146,51.98,86,67,14.29,GB,2022-09-26 23:06:37
509,Miri,4.4148,114.0089,75.45,91,100,3.62,MY,2022-09-26 23:06:37
510,Muana,-1.5283,-49.2167,79.56,76,54,6.98,BR,2022-09-26 23:06:38
511,Ingham,42.6,-84.3833,55.26,91,100,10.36,US,2022-09-26 23:06:38
512,Tari,12.4086,4.4914,79.39,79,83,10.04,NG,2022-09-26 23:06:38
513,Veinticinco De Mayo,-35.4323,-60.1727,62.98,60,53,5.26,AR,2022-09-26 23:06:39
514,Magdagachi,53.45,125.8,35.47,65,98,4.27,RU,2022-09-26 23:06:39
515,Seoul,37.5683,126.9778,62.04,51,52,2.73,KR,2022-09-26 23:06:39
516,Tinaquillo,9.9186,-68.3047,74.79,90,92,1.25,VE,2022-09-26 23:06:39
517,Terme,41.2092,36.9739,51.73,53,1,3.98,TR,2022-09-26 23:06:40
518,Ambulu,-8.345,113.6058,73.89,84,100,3.18,ID,2022-09-26 23:06:40
519,Annau,37.8876,58.516,70.12,43,0,6.91,TM,2022-09-26 23:06:40
520,Fort Saint James,54.4333,-124.25,73.11,45,58,2.1,CA,2022-09-26 23:06:41
521,Odweyne,9.4092,45.064,77.32,49,88,7.16,SO,2022-09-26 23:06:41
522,Gorontalo,0.5412,123.0595,77.47,76,94,1.01,ID,2022-09-26 23:06:41
523,La Ronge,55.1001,-105.2842,56.35,51,20,6.22,CA,2022-09-26 23:04:43
524,Piste,20.7,-88.5833,80.65,89,75,0.0,MX,2022-09-26 23:06:42
525,Lerwick,60.1545,-1.1494,46.4,87,98,25.46,GB,2022-09-26 23:06:42
526,Buala,-8.145,159.5921,84.4,67,45,2.04,SB,2022-09-26 23:06:42
527,Xichang,27.8964,102.2634,63.14,96,97,1.12,CN,2022-09-26 23:06:43
528,Alice Springs,-23.7,133.8833,60.22,60,100,10.36,AU,2022-09-26 23:06:43
529,Kabo,7.6994,18.629,70.23,98,93,3.56,CF,2022-09-26 23:06:43
530,Virden,39.5009,-89.7679,66.09,36,81,12.26,US,2022-09-26 23:06:44
531,Urengoy,65.9667,78.3667,28.53,77,100,13.38,RU,2022-09-26 23:06:44
532,Gravdal,68.1214,13.5031,51.19,71,100,18.72,NO,2022-09-26 23:06:44
533,Baft,29.234,56.6057,63.14,35,0,4.05,IR,2022-09-26 23:06:45
534,Alta Floresta,-9.8756,-56.0861,81.75,49,99,3.53,BR,2022-09-26 23:06:45
535,Riachao Das Neves,-11.7461,-44.91,78.24,24,6,3.18,BR,2022-09-26 23:06:45
536,Bol,13.4586,14.7147,83.19,76,91,14.25,TD,2022-09-26 23:06:45
537,Balykshi,47.0667,51.8667,59.0,72,40,6.71,KZ,2022-09-26 23:06:46
538,Ponta Delgada,37.7333,-25.6667,68.5,77,20,4.61,PT,2022-09-26 23:06:46
539,Sawai Madhopur,25.9833,76.3667,76.66,69,32,4.29,IN,2022-09-26 23:06:46
540,Goure,13.9835,10.2704,87.01,42,75,8.93,NE,2022-09-26 23:06:47
541,Endicott,42.0984,-76.0494,57.04,84,0,9.22,US,2022-09-26 23:04:16
542,Ribas Do Rio Pardo,-20.4431,-53.7592,75.04,76,74,4.07,BR,2022-09-26 23:06:47
543,Chateaubelair,13.2833,-61.25,80.11,80,100,8.84,VC,2022-09-26 23:06:47
544,Khuzhir,53.1939,107.3397,41.76,67,100,11.81,RU,2022-09-26 23:06:48
545,Palembang,-2.9167,104.7458,77.09,88,20,3.44,ID,2022-09-26 23:06:48
546,Bandarbeyla,9.4942,50.8122,77.07,83,92,22.59,SO,2022-09-26 23:06:48
547,Marsh Harbour,26.5412,-77.0636,81.25,78,100,7.36,BS,2022-09-26 23:06:49
548,Batagay,67.6333,134.6333,28.99,88,100,4.79,RU,2022-09-26 23:06:49
549,Shaunavon,49.6501,-108.4181,71.17,35,73,6.58,CA,2022-09-26 23:06:49
550,Ozernovskiy,51.5,156.5167,50.23,81,99,4.61,RU,2022-09-26 23:06:50
551,Cangucu,-31.395,-52.6756,58.21,88,17,4.9,BR,2022-09-26 23:06:50
552,Boddam,57.4667,-1.7833,44.98,82,95,27.27,GB,2022-09-26 23:06:50
553,Naranjal,-2.6667,-79.6167,75.0,84,89,5.7,EC,2022-09-26 23:06:51
554,Kaeo,-35.1,173.7833,64.33,77,98,13.27,NZ,2022-09-26 23:06:51
555,Gulbene,57.1777,26.7529,46.31,80,56,5.32,LV,2022-09-26 23:07:51
556,Pervomayskoye,43.919,46.7102,59.86,86,17,8.08,RU,2022-09-26 23:07:51
557,Yerbogachen,61.2767,108.0108,29.39,97,100,6.11,RU,2022-09-26 23:07:52
558,Sao Jose Da Coroa Grande,-8.8978,-35.1478,74.37,77,42,10.78,BR,2022-09-26 23:07:52
559,Necochea,-38.5473,-58.7368,52.75,85,93,6.91,AR,2022-09-26 23:07:52
560,Shu,43.5983,73.7614,67.1,42,86,9.69,KZ,2022-09-26 23:07:53
561,Talcher,20.95,85.2167,75.65,92,78,1.88,IN,2022-09-26 23:05:06
562,Slave Lake,55.2834,-114.769,70.65,50,46,2.95,CA,2022-09-26 23:07:53
563,Tocopilla,-22.092,-70.1979,60.89,71,27,7.31,CL,2022-09-26 23:03:12
564,Teofilo Otoni,-17.8575,-41.5053,71.31,83,40,7.45,BR,2022-09-26 23:07:53
565,Novosergiyevka,52.0934,53.6528,46.33,91,87,7.36,RU,2022-09-26 23:07:54
566,Abu Samrah,35.3029,37.1841,69.12,36,0,6.33,SY,2022-09-26 23:07:54
567,Puerto Penasco,31.3167,-113.5333,92.91,58,0,7.0,MX,2022-09-26 23:06:02
568,Yanam,16.7333,82.2167,74.64,95,100,2.37,IN,2022-09-26 23:07:54
569,Dombarovskiy,50.7587,59.5386,49.28,69,97,14.97,RU,2022-09-26 23:07:55
570,Sumbuya,7.6467,-11.9611,71.47,97,99,1.72,SL,2022-09-26 23:07:55
571,Ryotsu,38.0833,138.4333,70.86,67,95,8.84,JP,2022-09-26 23:07:55
572,Urumqi,43.801,87.6005,68.95,26,0,13.42,CN,2022-09-26 23:07:56
573,Ivybridge,50.3904,-3.9191,55.9,80,51,13.35,GB,2022-09-26 23:07:56
